scientificName,spp_name_corrected,Article_simple,study_id,Study_location,Study_lat,Study_long,Evidence_category,Evidence_effect,Evidence_method,Hypothesis_supported,has_data,of_quality,evidence_type,exclude_species,Mass_g_final,Order_final,source,class
Puffinus yelkouan,Puffinus yelkouan,"E. Bonnaud, K. Bourgeois, E. Vidal, J. Legrand, M. Le Corre, How can the yelkouan shearwater survive feral cat predation? A meta-population structure as a solution? Population Ecology. 51, 261–270 (2009).",319,Port-Cros,43.003599999999999,6.3944000000000001,Predation,Predation,Predation,1,no,no,Predation in support,included_species,497,Procellariiformes,Avonet,Birds
Puffinus yelkouan,Puffinus yelkouan,"S. Oppel et al., Is the yelkouan shearwater Puffinus yelkouan threatened by low adult survival probabilities? Biological Conservation. 144, 2255–2263 (2011).",318,"Port-Cros and Porquerolles, France, and Malta",43.000999999999998,6.2217000000000002,Population,Abundance,Spatial,0,yes,yes,Population not in support,included_species,497,Procellariiformes,Avonet,Birds
Puffinus yelkouan,Puffinus yelkouan,"Tranchant, Y., Vidal, E. and Kayser, Y., 2003. First data on the diet of the Feral Cat Felis catus on Mediterranean micro-islands. REVUE D ECOLOGIE-LA TERRE ET LA VIE, 58(4), pp.411-418.",321,Mediterranean,34.553100000000001,18.047999999999998,Predation,Predation,Predation,1,no,no,Predation in support,included_species,497,Procellariiformes,Avonet,Birds
Pyrrhula murina,Pyrrhula murina,"Ramos, J. A. (1994) The annual cycle of the Azores Bullfinch. Arquipelago. Ser. Cien. Nat. 12A: 101-109.",476,Sao Miguel,37.7804,-25.497,Predation,Predation,Predation,1,no,no,Predation in support,included_species,30,Passeriformes,Avonet,Birds
Raorchestes primarrumpfi,Raorchestes primarrumpfi,IUCN,212,"Mukurthi National Park, Tamil Nadu, India",11.2379,76.487899999999996,Predation,Predation,Domestic cat,1,no,no,Predation in support,included_species,,Anura,,Amphibians
Raorchestes tinniens,Raorchestes tinniens,IUCN,437,"Western Ghats, India",10.166700000000001,77.066699999999997,Predation,Predation,Domestic cat,1,no,no,Predation in support,included_species,,Anura,,Amphibians
Reithrodontomys raviventris,Reithrodontomys raviventris,IUCN,166,"San Francisco Bay, California, USA",37.691000000000003,-122.3108,Predation,Predation,Predation,1,no,no,Predation in support,included_species,11.1,Rodentia,Phylacine 1.2,Mammals
Rhynochetos jubatus,Rhynochetos jubatus,"Hunt, G.R., 1997. Ecology and conservation of the kagu Rhynochetos jubatus of New Caledonia: a thesis presented in partial fulfilment of the requirements for the degree Doctor of Philosophy in Ecology at Massey University (Doctoral dissertation, Massey University).",436,New Caledonia,-20.904299999999999,165.61799999999999,Predation,Predation,Predation,1,no,no,Predation in support,included_species,859.99,Eurypygiformes,Avonet,Birds
Rhynochetos jubatus,Rhynochetos jubatus,"Palmas, P., Jourdan, H., Debar, L., Bourguet, E., Rigault, F., Bonnaud, E. and Vidal, E., 2020. A conservation paradox: endangered and iconic flightless kagu (Rhynochetos jubatus) apparently escape feral cat predation. New Zealand Journal of Ecology, 44(1), pp.1-8.",435,New Caledonia,-20.904299999999999,165.61799999999999,Predation,Predation,Predation,0,no,no,Predation not in support,included_species,859.99,Eurypygiformes,Avonet,Birds
Salanoia concolor,Salanoia concolor,"Farris, Z.J., Kelly, M.J., Karpanty, S., Murphy, A., Ratelolahy, F., Andrianjakarivelo, V. and Holmes, C., 2017. The times they are a changin': Multi-year surveys reveal exotics replace native carnivores at a Madagascar rainforest site. Biological Conservation, 206, pp.320-328.",206,Makira National Park,-15.413,49.537999999999997,Population,Abundance,Temporal,1,yes,no,Population in support,included_species,650,Carnivora,Phylacine 1.2,Mammals
Sauromalus klauberi,Sauromalus klauberi,IUCN,1,Santa Catalina Island,33.387900000000002,-118.41630000000001,Population,Abundance,Timing,0,no,no,Population not in support,included_species,,Squamata,,Reptiles
Sephanoides fernandensis,Sephanoides fernandensis,"Hahn, I. Römer, U. 2002. Threatened avifauna of the Juan Fernández archipelago, Chile: the impact of introduced mammals and conservation priorities. Cotinga 17: 66-72.",393,"Juan Fernández Islands, Chile",-33.6614,-78.927800000000005,Predation,Predation,Predation,1,no,no,Predation in support,included_species,8.73,Caprimulgiformes,Avonet,Birds
Sephanoides fernandensis,Sephanoides fernandensis,"Roy, M. S., Torres-Mura, J. C., Hertel, F., Lemus, M., Sponer, R. 1999. Conservation of the Juan Fernandez Firecrown and its island habitat. Oryx 33: 223-232.",394,"Juan Fernández Islands, Chile",-33.6614,-78.927800000000005,Predation,Predation,Domestic cat,1,no,no,Predation in support,included_species,8.73,Caprimulgiformes,Avonet,Birds
Setonix brachyurus,Setonix brachyurus,"Bain, K., Wayne, A. and Bencini, R., 2015. Risks in extrapolating habitat preferences over the geographical range of threatened taxa: a case study of the quokka (Setonix brachyurus) in the southern forests of Western Australia. Wildlife Research, 42(4), pp.334-342.",348,Walpole and Nannup,-34.976199999999999,116.7313,Population,Abundance,Spatial,0,yes,yes,Population not in support,included_species,3250,Diprotodontia,Phylacine 1.2,Mammals
Setonix brachyurus,Setonix brachyurus,"Bain, K.T., 2015. The ecology of the quokka (Setonix brachyurus) in the southern forests of Western Australia. Doctoral Thesis, The University of Western Australia.",346,,-34.369999999999997,116.28,Predation,Predation,Predation,1,no,no,Predation in support,included_species,3250,Diprotodontia,Phylacine 1.2,Mammals
Setonix brachyurus,Setonix brachyurus,"Hayward, M.W., de Tores, P.J., Augee, M.L. and Banks, P.B., 2005. Mortality and survivorship of the quokka (Setonix brachyurus)(Macropodidae: Marsupialia) in the northern jarrah forest of Western Australia. Wildlife Research, 32(8), pp.715-722.",347,,-32.74,116.06,Predation,Predation,Predation,1,no,no,Predation in support,included_species,3250,Diprotodontia,Phylacine 1.2,Mammals
Sminthopsis bindi,Sminthopsis bindi,"Stokeld, D., Gentles, T., Young, S., Hill, B., Fisher, A., Woinarski, J. and Gillespie, G., 2016. Experimental evaluation of the role of feral cat predation in the decline of small mammals in Kakadu National Park. NT Department of Land Resource Management, Berrimah.",75,North Northern Territory,-13.09,132.38999999999999,Predation,Predation,Predation,1,no,no,Predation in support,included_species,16,Dasyuromorphia,Phylacine 1.2,Mammals
Sminthopsis butleri,Sminthopsis butleri,"Stobo-Wilson, A.M., Stokeld, D., Einoder, L.D., Davies, H.F., Fisher, A., Hill, B.M., Mahney, T., Murphy, B.P., Scroggie, M.P., Stevens, A. and Woinarski, J.C.Z., 2020. Bottom-up and top-down processes influence contemporary patterns of mammal species richness in Australia's monsoonal tropics. Biological Conservation, 247, p.108638.",69,Melville Island and north of Northern Territory mainland,-13.09,132.38999999999999,Population,Abundance,Spatial,1,yes,yes,Population in support,included_species,25,Dasyuromorphia,Phylacine 1.2,Mammals
Sminthopsis douglasi,Sminthopsis douglasi,"Kutt, A.S., 2003. New records of the Julia Creek Dunnart Sminthopsis douglasi in central-north Queensland. Australian Zoologist, 32(2), pp.257-260.",70,The Desert Uplands,23.55,145.29,Predation,Predation,Predation,1,no,no,Predation in support,included_species,55,Dasyuromorphia,Phylacine 1.2,Mammals
Sminthopsis douglasi,Sminthopsis douglasi,"Kutt, A.S., 2011. The diet of the feral cat (Felis catus) in north-eastern Australia. Acta Theriologica, 56(2), pp.157-169.",71,North-central Queensland,-20.3,143.44999999999999,Predation,Predation,Predation,1,no,no,Predation in support,included_species,55,Dasyuromorphia,Phylacine 1.2,Mammals
Sminthopsis douglasi,Sminthopsis douglasi,"Kutt, A.S., 2012. Feral cat (Felis catus) prey size and selectivity in north‐eastern A ustralia: implications for mammal conservation. Journal of Zoology, 287(4), pp.292-300.",72,North-central Queensland,-20.3,143.44999999999999,Predation,Predation,Predation,1,no,no,Predation in support,included_species,55,Dasyuromorphia,Phylacine 1.2,Mammals
Sminthopsis douglasi,Sminthopsis douglasi,"Kutt, A.S., 2012. Feral cat (Felis catus) prey size and selectivity in north‐eastern A ustralia: implications for mammal conservation. Journal of Zoology, 287(4), pp.292-300.",74,"Julia Creek, Queensland",-20.65,141.74,Predation,Predation,Preference,0,no,no,Predation not in support,included_species,55,Dasyuromorphia,Phylacine 1.2,Mammals
Sminthopsis douglasi,Sminthopsis douglasi,"Mifsud, G. and Woolley, P.A., 2012. Predation of the Julia Creek dunnart (Sminthopsis douglasi) and other native fauna by cats and foxes on Mitchell grass downs in Queensland. Australian Mammalogy, 34(2), pp.188-195.",73,North-central Queensland,-20.3,143.44999999999999,Predation,Predation,Predation,1,no,no,Predation in support,included_species,55,Dasyuromorphia,Phylacine 1.2,Mammals
Spheniscus demersus,Spheniscus demersus,"Apps, P.J. 1983. Aspects of the ecology of feral cats on Dassen Island, South Africa. South African Journal of Zoology, 18, 393-399.",407,Dassen Island,-33.4236,18.086500000000001,Predation,Predation,Predation,1,no,no,Predation in support,included_species,3130.11,Sphenisciformes,Avonet,Birds
Spheniscus demersus,Spheniscus demersus,"Berruti, A., 1971. The predatory impact of feral cats Felis catus and their control on Dassen Island. Vol 4.",408,Dassen Island,-33.4236,18.086500000000001,Predation,Predation,Predation,1,no,no,Predation in support,included_species,3130.11,Sphenisciformes,Avonet,Birds
Spheniscus demersus,Spheniscus demersus,"Cooper, J., 1977. Food, breeding and coat colour of feral cats on Dassen Island. Zoologica Africana, 12(1), pp.250-252.",406,Dassen Island,-33.4236,18.086500000000001,Predation,Predation,Predation,1,no,no,Predation in support,included_species,3130.11,Sphenisciformes,Avonet,Birds
Spheniscus mendiculus,Spheniscus mendiculus,"Steinfurth, A. 2007. The marine ecology and conservation of the Galápagos penguin. Ph.D. thesis, University of Kiel. Germany.",465,Isabela Island,-0.82920000000000005,-91.135300000000001,Predation,Predation,Predation,1,no,no,Predation in support,included_species,1921.86,Sphenisciformes,Avonet,Birds
Sternula nereis,Sternula nereis,"Greenwell, C.N., Calver, M.C. and Loneragan, N.R., 2019. Cat gets its tern: A case study of predation on a threatened coastal seabird. Animals, 9(7), p.445.",287,Mandurah,-32.536099999999998,115.7424,Predation,Predation,Domestic cat,1,no,no,Predation in support,included_species,72.3,Charadriiformes,Avonet,Birds
Strigops habroptilus,Strigops habroptilus,"Clout, M.N. and Merton, D.V., 1998. Saving the Kakapo: the conservation of the world's most peculiar parrot. Bird Conservation International, 8(3), pp.281-296.",269,Stewart Island,-47.010300000000001,167.8272,Predation,Predation,Predation,1,no,no,Predation in support,included_species,,Psittaciformes,,Birds
Strigops habroptilus,Strigops habroptilus,"Karl, B.J. and Best, H.A., 1982. Feral cats on Stewart Island: their foods, and their effects on kakapo. New Zealand Journal of Zoology, 9(2), pp.287-293.",271,Stewart Island,-47.010300000000001,167.8272,Predation,Predation,Predation,1,no,no,Predation in support,included_species,,Psittaciformes,,Birds
Strigops habroptilus,Strigops habroptilus,"Moorhouse, R. J. and Powlesland, R. G. (1991) Aspects of the ecology of Kakapo Strigops habroptilus liberated on Little Barrier Island (Hauturu), New Zealand. Biol. Conserv. 56: 349-365.",270,Stewart Island,-47.010300000000001,167.8272,Predation,Predation,Predation,1,no,no,Predation in support,included_species,,Psittaciformes,,Birds
Strigops habroptilus,Strigops habroptilus,"Powlesland, R.G., Roberts, A., Lloyd, B.D. and Merton, D.V., 1995. Number, fate, and distribution of kakapo (Strigops habroptilus) found on Stewart Island, New Zealand, 1979–92. New Zealand Journal of Zoology, 22(3), pp.239-248.",268,Stewart Island,-47.010300000000001,167.8272,Predation,Predation,Predation,1,no,no,Predation in support,included_species,,Psittaciformes,,Birds
Sylvilagus mansuetus,Sylvilagus mansuetus,"C. V. Espinosa-Gayosso, S. T. Álvarez-Castañeda, Status of Dipodomys insularis, an endemic species of San Jose Island, Gulf of California, Mexico. Journal of Mammalogy. 87, 677–682 (2006).",272,San Jose Island,28.043900000000001,-96.910200000000003,Predation,Predation,Predation,1,no,no,Predation in support,included_species,649.8,Lagomorpha,Phylacine 1.2,Mammals
Synthliboramphus craveri,Synthliboramphus craveri,"L. R. DeWeese, D. W. Anderson, Distribution and breeding biology of Craveri's Murrelet. Transactions of the San Diego Society of Natural History. 18, 155–168 (1976).",443,Gulf of California,26.731300000000001,-110.7122,Predation,Predation,Predation,0,no,no,Predation not in support,included_species,151,Charadriiformes,Avonet,Birds
Synthliboramphus hypoleucus,Synthliboramphus hypoleucus,"Keitt, B. 2005. Status of Xantus's Murrelet and its nesting habitat in Baja California. Marine Ornithology 33: 105-114.",422,Guadalupe Island,29.052499999999998,-118.2761,Predation,Predation,Predation,1,no,no,Predation in support,included_species,167,Charadriiformes,Avonet,Birds
Synthliboramphus hypoleucus,Synthliboramphus hypoleucus,"McChesney, G.J. and Tershy, B.R., 1998. History and status of introduced mammals and impacts to breeding seabirds on the California Channel and northwestern Baja California Islands. Colonial Waterbirds, pp.335-347.",421,"North Coronado Island, South Todos Santos Island",32.433300000000003,-117.3,Predation,Predation,Predation,1,no,no,Predation in support,included_species,167,Charadriiformes,Avonet,Birds
Synthliboramphus hypoleucus,Synthliboramphus hypoleucus,"Van Denburgh, J., 1924, The birds of the Todos Santos Islands. Condor 26: 67-71.",423,Todos Santos Islands,31.800999999999998,-116.7916,Predation,Predation,Predation,1,no,no,Predation in support,included_species,167,Charadriiformes,Avonet,Birds
Synthliboramphus scrippsi,Synthliboramphus scrippsi,"Whitworth, D.L., Carter, H.R., Parker, M.W., Gress, F. and Booker, M., 2018. Long-term monitoring of Scripps's Murrelet and Guadalupe Murrelet at San Clemente Island, California: evaluation of baseline data in 2012–2016. Western North American Naturalist, 78(3), pp.457-473.",442,San Clemente Island,32.902900000000002,-118.49809999999999,Predation,Predation,Predation,0,no,no,Predation not in support,included_species,167,Charadriiformes,Avonet,Birds
Thinornis cucullatus,Thinornis cucullatus,"Weston, M.A., 2003. Managing the Hooded Plover in Victoria: a review of existing information. Melbourne: Parks Victoria.",215,Tasmania,-42.040900000000001,146.80869999999999,Predation,Predation,Predation,1,no,no,Predation in support,included_species,100,Charadriiformes,Avonet,Birds
Tokudaia muenninki,Tokudaia muenninki,"Yamada, F., Kawauchi, N., Nakata, K., Abe, S., Kotaka, N., Takashima, A., Murata, C. and Kuroiwa, A., 2010. Rediscovery after thirty years since the last capture of the critically endangered Okinawa spiny rat Tokudaia muenninki in the northern part of Okinawa Island. Mammal Study, 35(4), pp.243-255.",179,Okinawa,26.334399999999999,127.8056,Predation,Predation,Predation,1,no,no,Predation in support,included_species,177.4,Rodentia,Phylacine 1.2,Mammals
Tokudaia osimensis,Tokudaia osimensis,"Shionosaki, K., Yamada, F., Ishikawa, T. and Shibata, S., 2015. Feral cat diet and predation on endangered endemic mammals on a biodiversity hot spot (Amami–Ohshima Island, Japan). Wildlife Research, 42(4), pp.343-352.",180,Amami–Ohshima Island,28.267800000000001,129.3621,Predation,Predation,Predation,1,no,no,Predation in support,included_species,129.6,Rodentia,Phylacine 1.2,Mammals
