"","scientificName","spp_name_corrected","assessmentId","internalTaxonId","realm","systems","assessmentDate","redlistCategory","criteriaVersion","populationTrend","Synonyms_or_previous_lump","Cat_effect","EXCLUDE_cats_not_attributed","Web_of_Science_no_claim","Snowball","Wallach_AU_mammal_no_claim","Opportunistic","IUCN_references","Doherty_references0_NA","Dickman_AU_mammal","Medina_references0_NA","Woinarski_AU_mammal","Garnett2020_AU_birds","Garnett2010_AU_birds","Alberts_iguanas","Oedin_bats","Welch_bats","Hume_EX_birds","Hess","Search_conducted","Mass_g_final","exclude_species","class"
"462","Oligosoma homalonotum","Oligosoma homalonotum",120192704,120190272,"Australasian","Terrestrial","2018-02-17 00:00:00 UTC","Endangered",3.1,"Stable","Leiolopisma gracilicorpus, Lygosoma homalonotum, Oligosoma gracilicorpus","Predation",NA,0,NA,"",NA,2,NA,"",NA,"","","","","","","",NA,"2025-04-01T00:00:00Z",NA,"included_species","Reptiles"
"463","Oligosoma hoparatea","Oligosoma hoparatea",120192594,120189462,"Australasian","Terrestrial","2018-02-17 00:00:00 UTC","Critically Endangered",3.1,"Decreasing",NA,"Predation",NA,0,NA,"",NA,1,NA,"",NA,"","","","","","","",NA,"2025-04-01T00:00:00Z",NA,"included_species","Reptiles"
"464","Oligosoma lineoocellatum","Oligosoma lineoocellatum",120192619,120189599,"Australasian","Terrestrial","2018-02-17 00:00:00 UTC","Endangered",3.1,"Decreasing","Lygosoma lineo-ocellatum","Predation",NA,0,NA,"",NA,0,NA,"",NA,"","","","","","","",NA,"2025-04-01T00:00:00Z",NA,"included_species","Reptiles"
"465","Oligosoma oliveri","Oligosoma oliveri",120190349,203035599,"Australasian","Terrestrial","2019-12-12 00:00:00 UTC","Near Threatened",3.1,"Stable","Cyclodina oliveri, Cyclodina pachysomaticum, Leiolopisma oliveri, Leiolopisma pachysomaticum, Oligosoma pachysomaticum","Predation",NA,0,NA,"",NA,1,NA,"",NA,"","","","","","","",NA,"2025-04-01T00:00:00Z",NA,"included_species","Reptiles"
"466","Oligosoma otagense","Oligosoma otagense",120190794,15260,"Australasian","Terrestrial","2018-02-17 00:00:00 UTC","Endangered",3.1,"Decreasing","Girardiscincus otagense, Leiolopisma grande otagense","Predation",NA,1,NA,"",1,2,2,"",NA,"","","","","","","",NA,"2025-04-01T00:00:00Z",NA,"included_species","Reptiles"
"467","Oligosoma salmo","Oligosoma salmo",156730436,156730274,"Australasian","Terrestrial","2019-10-31 00:00:00 UTC","Critically Endangered",3.1,"Decreasing","Oligosoma infrapunctatum","Predation",NA,0,NA,"",NA,0,NA,"",NA,"","","","","","","",NA,"2025-06-01T00:00:00Z",NA,"included_species","Reptiles"
"468","Oligosoma striatum","Oligosoma striatum",120191069,15261,"Australasian","Terrestrial","2018-02-17 00:00:00 UTC","Vulnerable",3.1,"Decreasing","Mocoa striata","Predation",NA,0,NA,"",NA,1,NA,"",NA,"","","","","","","",NA,"2025-04-01T00:00:00Z",NA,"included_species","Reptiles"
"469","Oligosoma toka","Oligosoma toka",120192694,120190199,"Australasian","Terrestrial","2018-02-18 00:00:00 UTC","Endangered",3.1,"Decreasing",NA,"Predation",NA,0,NA,"",NA,1,NA,"",NA,"","","","","","","",NA,"2025-04-01T00:00:00Z",NA,"included_species","Reptiles"
"470","Onychogalea fraenata","Onychogalea fraenata",21958130,15330,"Australasian","Terrestrial","2016-03-01 00:00:00 UTC","Vulnerable",3.1,"Stable","Macropus fraenatus","Predation",NA,1,NA,"6",NA,2,2,"1",NA,"2","","","","","","",NA,"2025-01-01T00:00:00Z",5500,"included_species","Mammals"
"471","Onychogalea lunata","Onychogalea lunata",21957917,15331,"Australasian","Terrestrial","2012-12-31 00:00:00 UTC","Extinct",3.1,"",NA,"Predation",NA,0,NA,"0",NA,1,1,"Cats not mentioned",NA,"1","","","","","","",NA,"2025-01-01T00:00:00Z",3500,"included_species","Mammals"
"472","Ornithorhynchus anatinus","Ornithorhynchus anatinus",21964009,40488,"Australasian","Terrestrial|Freshwater (=Inland waters)","2014-04-22 00:00:00 UTC","Near Threatened",3.1,"Decreasing","Platypus anatinus","Predation",NA,1,NA,"0",NA,0,NA,"0",NA,"Cats not mentioned","","","","","","",NA,"2025-01-01T00:00:00Z",1484.3,"included_species","Mammals"
"473","Otus bikegila","Otus bikegila",231652448,230025085,"Afrotropical","Terrestrial","2023-08-11 00:00:00 UTC","Critically Endangered",3.1,"Decreasing",NA,"Predation",NA,0,NA,"",NA,0,NA,"",NA,"","","","","","","",NA,"2025-07-01T00:00:00Z",NA,"included_species","Birds"
"474","Otus insularis","Otus insularis",177971497,22688667,"Afrotropical","Terrestrial","2020-07-17 00:00:00 UTC","Critically Endangered",3.1,"Decreasing",NA,"Predation",NA,0,NA,"",NA,3,1,"",NA,"","","","","","","",NA,"2025-06-01T00:00:00Z",144,"included_species","Birds"
"475","Palmeria dolei","Palmeria dolei",182550979,22720855,"Oceanian","Terrestrial","2020-08-28 00:00:00 UTC","Critically Endangered",3.1,"Decreasing",NA,"Predation",NA,0,NA,"",NA,4,1,"",1,"","","","","","","",NA,"2025-07-01T00:00:00Z",26.07,"included_species","Birds"
"476","Pampusana canifrons","Pampusana canifrons",216247017,22691071,"Oceanian","Terrestrial","2018-08-06 00:00:00 UTC","Endangered",3.1,"Decreasing","Alopecoenas canifrons, Gallicolumba canifrons","Predation",NA,0,NA,"",NA,1,NA,"",NA,"","","","","","","",NA,"2025-07-01T00:00:00Z",NA,"included_species","Birds"
"477","Pampusana erythroptera","Gallicolumba erythroptera",129084352,22691030,"Oceanian","Terrestrial","2017-10-01 00:00:00 UTC","Critically Endangered",3.1,"Decreasing","Alopecoenas erythropterus, Gallicolumba erythroptera","Predation",NA,1,NA,"",NA,0,NA,"",NA,"","","","","","","",NA,"2025-04-01T00:00:00Z",113.5,"included_species","Birds"
"478","Pampusana kubaryi","Pampusana kubaryi",172138008,22691024,"Oceanian","Terrestrial","2020-04-01 00:00:00 UTC","Endangered",3.1,"Decreasing","Alopecoenas kubaryi, Gallicolumba kubaryi","Predation",NA,0,NA,"",NA,1,NA,"",NA,"","","","","","","",NA,"2025-06-01T00:00:00Z",NA,"included_species","Birds"
"479","Pampusana rubescens","Pampusana rubescens",118535609,22691061,"Oceanian","Terrestrial","2017-10-01 00:00:00 UTC","Endangered",3.1,"Stable","Alopecoenas rubescens, Gallicolumba rubescens","Predation",NA,0,NA,"",NA,0,NA,"",NA,"","","","","","","",NA,"2025-04-01T00:00:00Z",NA,"included_species","Birds"
"480","Pampusana salamonis","Pampusana salamonis",228004766,22691056,"Australasian","Terrestrial","2023-02-14 00:00:00 UTC","Extinct",3.1,"","Alopecoenas salamonis, Gallicolumba salamonis","Predation",NA,1,NA,"",NA,0,NA,"",NA,"","","","","","","",NA,"2025-07-01T00:00:00Z",NA,"included_species","Birds"
"481","Pampusana sanctaecrucis","Pampusana sanctaecrucis",131854908,22691047,"Oceanian","Terrestrial","2018-08-08 00:00:00 UTC","Endangered",3.1,"Decreasing","Alopecoenas sanctaecrucis, Gallicolumba sanctaecrucis","Predation",NA,0,NA,"",NA,0,NA,"",NA,"","","","","","","",NA,"2025-04-01T00:00:00Z",NA,"included_species","Birds"
"482","Paniegekko madjo","Paniegekko madjo",123129097,176192,"Australasian","Terrestrial","2017-12-11 00:00:00 UTC","Endangered",3.1,"Decreasing","Bavayia madjo","Predation",NA,0,NA,"",NA,1,NA,"",NA,"","","","","","","",NA,"2025-04-01T00:00:00Z",NA,"included_species","Reptiles"
"483","Papagomys armandvillei","Papagomys armandvillei",22399875,15975,"Australasian","Terrestrial","2016-10-14 00:00:00 UTC","Near Threatened",3.1,"Decreasing",NA,"Predation",NA,0,NA,"",NA,1,NA,"",NA,"","","","","","","",NA,"2025-01-01T00:00:00Z",1048.1,"included_species","Mammals"
"484","Parantechinus apicalis","Parantechinus apicalis",21944584,16138,"Australasian","Terrestrial","2015-06-15 00:00:00 UTC","Endangered",3.1,"Decreasing",NA,"Predation",NA,0,NA,"1",NA,0,1,"1",1,"2","","","","","","",NA,"2025-01-01T00:00:00Z",68.8,"included_species","Mammals"
"485","Pareudiastes pacificus","Pareudiastes pacificus",129449004,22692854,"Oceanian","Terrestrial","2016-10-01 00:00:00 UTC","Critically Endangered",3.1,"Unknown","Gallinula pacifica","Predation",NA,0,NA,"",NA,0,1,"",NA,"","","","","","","1",NA,"2025-04-01T00:00:00Z",450,"included_species","Birds"
"486","Pareudiastes silvestris","Pareudiastes silvestris",126898664,22692857,"Oceanian","Terrestrial","2016-10-01 00:00:00 UTC","Critically Endangered",3.1,"Unknown","Edithornis silvestris, Gallinula silvestris, Gallinula sylvestris","Predation",NA,1,NA,"",NA,0,NA,"",NA,"","","","","","","0",NA,"2025-04-01T00:00:00Z",450,"included_species","Birds"
"487","Passer italiae","Passer italiae",207532978,103819014,"Afrotropical|Antarctic|Indomalayan|Nearctic|Neotropical|Palearctic","Terrestrial|Freshwater (=Inland waters)","2021-09-07 00:00:00 UTC","Vulnerable",3.1,"Decreasing",NA,"Predation",NA,0,NA,"",NA,1,NA,"",NA,"","","","","","","",NA,"2025-07-01T00:00:00Z",28.3,"included_species","Birds"
"488","Pelecanoides garnotii","Pelecanoides garnotii",179971538,22698280,"Neotropical","Terrestrial|Marine","2020-07-23 00:00:00 UTC","Near Threatened",3.1,"Increasing","Pelecanoides garnoti garnoti","Predation",NA,1,2,"",NA,0,1,"",1,"","","","","","","",NA,"2025-07-01T00:00:00Z",219.72,"included_species","Birds"
"489","Pentalagus furnessi","Pentalagus furnessi",45180151,16559,"Palearctic","Terrestrial","2016-07-21 00:00:00 UTC","Endangered",3.1,"Decreasing",NA,"Predation",NA,1,NA,"",NA,2,2,"",NA,"","","","","","","",NA,"2025-02-01T00:00:00Z",2396.3,"included_species","Mammals"
"490","Perameles bougainville","Perameles bougainville",21965819,16569,"Australasian","Terrestrial","2014-03-16 00:00:00 UTC","Vulnerable",3.1,"Stable",NA,"Predation",NA,2,NA,"3",NA,3,3,"0",NA,"1","","","","","","",NA,"2025-01-01T00:00:00Z",226,"included_species","Mammals"
"491","Perameles eremiana","Perameles eremiana",21965953,16570,"Australasian","Terrestrial","2012-12-31 00:00:00 UTC","Extinct",3.1,"",NA,"Predation",NA,0,NA,"0",NA,3,1,"Cats not mentioned",NA,"3","","","","","","",NA,"2025-01-01T00:00:00Z",200,"included_species","Mammals"
"492","Perochirus ateles","Perochirus ateles",96879085,196586,"Oceanian","Terrestrial","2016-12-20 00:00:00 UTC","Vulnerable",3.1,"Decreasing","Hemidactylus ateles","Predation",NA,0,NA,"",NA,0,1,"",NA,"","","","","","","",NA,"2025-03-01T00:00:00Z",NA,"included_species","Reptiles"
"493","Peromyscus caniceps","Peromyscus caniceps",22361697,16655,"Nearctic","Terrestrial","2017-01-16 00:00:00 UTC","Critically Endangered",3.1,"Decreasing",NA,"Predation",NA,0,NA,"",NA,0,NA,"",NA,"","","","","","","",NA,"2025-01-01T00:00:00Z",30.2,"included_species","Mammals"
"494","Peromyscus dickeyi","Peromyscus dickeyi",22360252,16657,"Nearctic","Terrestrial","2017-01-16 00:00:00 UTC","Critically Endangered",3.1,"Stable",NA,"Predation",NA,0,NA,"",NA,1,NA,"",NA,"","","","","","","",NA,"2025-01-01T00:00:00Z",28.6,"included_species","Mammals"
"495","Peromyscus guardia","Peromyscus guardia",22359973,16664,"Nearctic","Terrestrial","2017-01-16 00:00:00 UTC","Critically Endangered",3.1,"Decreasing",NA,"Predation",NA,0,NA,"",NA,2,2,"",2,"","","","","","","",NA,"2025-01-01T00:00:00Z",33.7,"included_species","Mammals"
"496","Peromyscus interparietalis","Peromyscus interparietalis",143640471,16668,"Nearctic","Terrestrial","2017-01-16 00:00:00 UTC","Critically Endangered",3.1,"Decreasing",NA,"Predation",NA,0,NA,"",NA,1,1,"",NA,"","","","","","","",NA,"2025-06-01T00:00:00Z",28,"included_species","Mammals"
"497","Peromyscus madrensis","Peromyscus madrensis",22361002,16671,"Neotropical","Terrestrial","2017-01-16 00:00:00 UTC","Endangered",3.1,"Decreasing",NA,"Predation",NA,0,NA,"",NA,0,NA,"",NA,"","","","","","","",NA,"2025-01-01T00:00:00Z",57,"included_species","Mammals"
"498","Peromyscus pseudocrinitus","Peromyscus pseudocrinitus",143642485,16687,"Nearctic","Terrestrial","2017-01-16 00:00:00 UTC","Critically Endangered",3.1,"Decreasing",NA,"Predation",NA,0,NA,"",NA,0,2,"",2,"","","","","","","",NA,"2025-06-01T00:00:00Z",24.5,"included_species","Mammals"
"499","Peromyscus sejugis","Peromyscus sejugis",22364100,16688,"Nearctic","Terrestrial","2017-01-17 00:00:00 UTC","Endangered",3.1,"Decreasing",NA,"Predation",NA,0,NA,"",NA,0,2,"",NA,"","","","","","","",NA,"2025-01-01T00:00:00Z",21.5,"included_species","Mammals"
"500","Peromyscus stephani","Peromyscus stephani",22362173,16692,"Nearctic","Terrestrial","2017-01-16 00:00:00 UTC","Critically Endangered",3.1,"Decreasing",NA,"Predation",NA,0,NA,"",NA,1,NA,"",NA,"","","","","","","",NA,"2025-01-01T00:00:00Z",26.1,"included_species","Mammals"
"501","Petrogale burbidgei","Petrogale burbidgei",21955902,16744,"Australasian","Terrestrial","2012-12-31 00:00:00 UTC","Near Threatened",3.1,"Unknown",NA,"Predation",NA,0,NA,"0",NA,0,NA,"Cats not mentioned",NA,"1","","","","","","",NA,"2025-01-01T00:00:00Z",1258,"included_species","Mammals"
"502","Petrogale concinna","Petrogale concinna",21955087,16761,"Australasian","Terrestrial","2014-03-21 00:00:00 UTC","Endangered",3.1,"Decreasing",NA,"Predation",NA,0,NA,"0",NA,0,NA,"Cats not mentioned",NA,"0","","","","","","",NA,"2025-01-01T00:00:00Z",1400,"included_species","Mammals"
"503","Petrogale lateralis","Petrogale lateralis",21955343,16751,"Australasian","Terrestrial","2014-03-17 00:00:00 UTC","Vulnerable",3.1,"Decreasing",NA,"Predation",NA,4,NA,"3",NA,0,NA,"1",NA,"0","","","","","","",NA,"2025-01-01T00:00:00Z",4625,"included_species","Mammals"
"504","Petrogale penicillata","Petrogale penicillata",21955754,16746,"Australasian","Terrestrial","2014-05-28 00:00:00 UTC","Vulnerable",3.1,"Decreasing",NA,"Predation",NA,1,NA,"1",NA,0,NA,"0",NA,"1","","","","","","",NA,"2025-01-01T00:00:00Z",7100,"included_species","Mammals"
"505","Petroica multicolor","Petroica multicolor",231294080,103734824,"Australasian","Terrestrial","2023-03-30 00:00:00 UTC","Endangered",3.1,"Decreasing","","Predation",NA,1,NA,"",NA,2,NA,"",NA,"","2","0","","","","",NA,"2025-05-01T00:00:00Z",11.36,"included_species","Birds"
"506","Petroica traversi","Petroica traversi",209015125,22704831,"Australasian","Terrestrial","2021-10-21 00:00:00 UTC","Vulnerable",3.1,"Stable",NA,"Predation",NA,0,1,"",NA,1,2,"",1,"","","","","","","",NA,"2025-07-01T00:00:00Z",23.5,"included_species","Birds"
"507","Pezophaps solitaria","Pezophaps solitaria",261927718,22690062,"Afrotropical","Terrestrial","2024-07-08 00:00:00 UTC","Extinct",3.1,"",NA,"Predation",NA,0,NA,"",NA,1,2,"",NA,"","","","","","","",NA,"2025-01-01T00:00:00Z",NA,"included_species","Birds"
"508","Pezoporus occidentalis","Pezoporus occidentalis",211825128,22685237,"Australasian","Terrestrial","2021-12-09 00:00:00 UTC","Critically Endangered",3.1,"Decreasing","Geopsittacus occidentalis","Predation",NA,3,NA,"",NA,3,1,"",NA,"","2","2","","","","",NA,"2025-05-01T00:00:00Z",130,"included_species","Birds"
"509","Phalacrocorax featherstoni","Phalacrocorax featherstoni",132595530,22696907,"Oceanian","Terrestrial|Marine","2018-08-08 00:00:00 UTC","Endangered",3.1,"Decreasing","Stictocarbo featherstoni featherstoni","Predation",NA,0,NA,"",NA,0,2,"",1,"","","","","","","",NA,"2025-04-01T00:00:00Z",1041.85,"included_species","Birds"
"510","Phalacrocorax nigrogularis","Phalacrocorax nigrogularis",155525071,22696802,"Afrotropical|Palearctic","Terrestrial|Marine","2018-08-08 00:00:00 UTC","Vulnerable",3.1,"Decreasing",NA,"Predation",NA,1,2,"",NA,1,1,"",NA,"","","","","","","",NA,"2025-06-01T00:00:00Z",1560,"included_species","Birds"
"511","Phascogale calura","Phascogale calura",21944219,16888,"Australasian","Terrestrial","2014-09-21 00:00:00 UTC","Near Threatened",3.1,"Stable",NA,"Predation",NA,2,NA,"1",NA,0,NA,"Cats not mentioned",NA,"2","","","","","","",NA,"2025-01-01T00:00:00Z",51.5,"included_species","Mammals"
"512","Phascogale pirata","Phascogale pirata",21944455,16889,"Australasian","Terrestrial","2015-06-15 00:00:00 UTC","Vulnerable",3.1,"Unknown","Phascogale tapoatafa, Phascogale tapoatafa pirata","Predation",NA,1,NA,"1",NA,1,2,"Cats not mentioned",NA,"1","","","","","","",NA,"2025-01-01T00:00:00Z",181.5,"included_species","Mammals"
"513","Phascogale tapoatafa","Phascogale tapoatafa",166495589,16890,"Australasian","Terrestrial","2012-12-31 00:00:00 UTC","Near Threatened",3.1,"Decreasing",NA,"Predation",NA,2,NA,"2",NA,0,NA,"1",NA,"1","","","","","","",NA,"2025-05-01T00:00:00Z",193.5,"included_species","Mammals"
"514","Phasmasaurus maruia","Phasmasaurus maruia",123260408,29454,"Australasian","Terrestrial","2017-12-11 00:00:00 UTC","Vulnerable",3.1,"Decreasing","Lioscincus maruia","Predation",NA,0,NA,"",1,0,NA,"",NA,"","","","","","","",NA,"2025-04-01T00:00:00Z",NA,"included_species","Reptiles"
"515","Phasmasaurus tillieri","Phasmasaurus tillieri",123260873,176190,"Australasian","Terrestrial","2017-12-11 00:00:00 UTC","Near Threatened",3.1,"Unknown","Lioscincus tillieri","Predation",NA,0,NA,"",1,0,NA,"",NA,"","","","","","","",NA,"2025-04-01T00:00:00Z",NA,"included_species","Reptiles"
"516","Phelsuma edwardnewtonii","Phelsuma edwardnewtonii",17432636,17432631,"Afrotropical","Terrestrial","2020-01-28 00:00:00 UTC","Extinct",3.1,"","Phelsuma newtoni","Predation",NA,0,NA,"",NA,2,NA,"",NA,"","","","","","","",NA,"2025-01-01T00:00:00Z",NA,"included_species","Reptiles"
"517","Phelsuma guentheri","Phelsuma guentheri",152274946,16926,"Afrotropical","Terrestrial","2018-04-23 00:00:00 UTC","Vulnerable",3.1,"Increasing",NA,"Predation",NA,0,NA,"",NA,1,NA,"",NA,"","","","","","","",NA,"2025-06-01T00:00:00Z",NA,"included_species","Reptiles"
"518","Phelsuma guimbeaui","Phelsuma guimbeaui",13484162,13484151,"Afrotropical","Terrestrial","2019-11-22 00:00:00 UTC","Endangered",3.1,"Decreasing",NA,"Predation",NA,0,NA,"",NA,0,NA,"",NA,"","","","","","","",NA,"2025-01-01T00:00:00Z",NA,"included_species","Reptiles"
"519","Phelsuma rosagularis","Phelsuma rosagularis",13484209,13484200,"Afrotropical","Terrestrial","2020-01-30 00:00:00 UTC","Endangered",3.1,"Decreasing",NA,"Predation",NA,0,NA,"",NA,0,NA,"",NA,"","","","","","","",NA,"2025-01-01T00:00:00Z",NA,"included_species","Reptiles"
"520","Philoria frosti","Philoria frosti",78428326,16997,"Australasian","Terrestrial|Freshwater (=Inland waters)","2021-06-07 00:00:00 UTC","Critically Endangered",3.1,"Decreasing",NA,"Predation",NA,0,1,"",NA,1,NA,"",NA,"","","","","","","",NA,"2025-03-01T00:00:00Z",NA,"included_species","Amphibians"
"521","Phoebastria immutabilis","Phoebastria immutabilis",132643073,22698365,"Indomalayan|Nearctic|Neotropical|Oceanian|Palearctic","Terrestrial|Marine","2018-08-07 00:00:00 UTC","Near Threatened",3.1,"Stable","Diomedea immutabilis","Predation",NA,1,1,"",NA,1,NA,"",1,"","","","","","","",1,"2025-05-01T00:00:00Z",3145.93,"included_species","Birds"
"522","Phoebetria fusca","Phoebetria fusca",132645596,22698431,"Afrotropical|Antarctic|Neotropical|Oceanian","Terrestrial|Marine","2018-08-07 00:00:00 UTC","Endangered",3.1,"Decreasing",NA,"Predation",NA,1,NA,"",NA,1,2,"",NA,"","Cats not mentioned","0","","","","",NA,"2025-05-01T00:00:00Z",2553.66,"included_species","Birds"
"523","Phoebetria palpebrata","Phoebetria palpebrata",132647449,22698448,"Afrotropical|Antarctic|Neotropical|Oceanian","Terrestrial|Marine","2018-08-07 00:00:00 UTC","Near Threatened",3.1,"Decreasing",NA,"Predation",NA,1,NA,"",NA,1,NA,"",NA,"","Not attributed","0","","","","",NA,"2025-05-01T00:00:00Z",3150,"included_species","Birds"
"524","Pholidoscelis dorsalis","Pholidoscelis dorsalis",121640494,50009027,"Neotropical","Terrestrial","2015-07-21 00:00:00 UTC","Endangered",3.1,"Decreasing","Ameiva dorsalis","Predation",NA,0,NA,"",NA,1,NA,"",NA,"","","","","","","",NA,"2025-04-01T00:00:00Z",NA,"included_species","Reptiles"
"525","Pholidoscelis griswoldi","Pholidoscelis griswoldi",121641260,50009821,"Neotropical","Terrestrial","2015-07-22 00:00:00 UTC","Near Threatened",3.1,"Decreasing","Ameiva griswoldi","Predation",NA,0,NA,"",NA,0,NA,"",NA,"","","","","","","",NA,"2025-04-01T00:00:00Z",NA,"included_species","Reptiles"
"526","Phoniscus papuensis","Phoniscus papuensis",22021190,10982,"Australasian","Terrestrial","2020-12-10 00:00:00 UTC","Vulnerable",3.1,"Unknown","Kerivoula papuensis","Predation",NA,0,NA,"0",NA,1,NA,"Cats not mentioned",NA,"Not attributed","","","","0","Cats not mentioned","",NA,"2025-01-01T00:00:00Z",6.2,"included_species","Mammals"
"527","Phyllodactylus darwini","Phyllodactylus darwini",217808624,48443561,"Neotropical","Terrestrial","2014-02-24 00:00:00 UTC","Near Threatened",3.1,"Decreasing",NA,"Predation",NA,0,NA,"",NA,0,NA,"",NA,"","","","","","","",NA,"2025-07-01T00:00:00Z",NA,"included_species","Reptiles"
"528","Phyllodactylus leei","Phyllodactylus leei",56282962,178276,"Neotropical","Terrestrial","2014-02-24 00:00:00 UTC","Near Threatened",3.1,"Unknown",NA,"Predation",NA,0,NA,"",NA,0,1,"",NA,"","","","","","","",NA,"2025-03-01T00:00:00Z",NA,"included_species","Reptiles"
"529","Phyllodactylus pulcher","Phyllodactylus pulcher",115401286,48443321,"Neotropical","Terrestrial","2015-07-22 00:00:00 UTC","Critically Endangered",3.1,"Decreasing",NA,"Predation",NA,0,NA,"",NA,0,NA,"",NA,"","","","","","","",NA,"2025-04-01T00:00:00Z",NA,"included_species","Reptiles"
