scientificName,spp_name_corrected,assessmentId,internalTaxonId,realm,systems,assessmentDate,redlistCategory,criteriaVersion,populationTrend,Synonyms_or_previous_lump,Cat_effect,EXCLUDE_cats_not_attributed,Web_of_Science_no_claim,Snowball,Wallach_AU_mammal_no_claim,Opportunistic,IUCN_references,Doherty_references0_NA,Dickman_AU_mammal,Medina_references0_NA,Woinarski_AU_mammal,Garnett2020_AU_birds,Garnett2010_AU_birds,Alberts_iguanas,Oedin_bats,Welch_bats,Hume_EX_birds,Hess,Search_conducted,Mass_g_final,exclude_species,class
Melanodryas vittata,Melanodryas vittata,211592401,22704840,Australasian,Terrestrial,2021-12-03 00:00:00 UTC,Vulnerable,3.1,Decreasing,NA,Predation,,0,,,,1,,,,,,,,,,,,2025-07-01T00:00:00Z,26.6,included_species,Birds
Melopyrrha grandis,Melopyrrha grandis,217577217,216918514,Neotropical,Terrestrial,2022-06-20 00:00:00 UTC,Critically Endangered,3.1,Unknown,"Loxigilla portoricensis grandis, Pyrrhulagra portoricensis",Predation,,0,1,,,6,,,,,,,,,,,,2025-07-01T00:00:00Z,,included_species,
Mergus australis,Mergus australis,226964244,22680496,Oceanian,Freshwater (=Inland waters)|Marine,2023-01-27 00:00:00 UTC,Extinct,3.1,,NA,Predation,,0,,,,2,1,,,,,,,,,0,,2025-05-01T00:00:00Z,,included_species,
Merulaxis stresemanni,Merulaxis stresemanni,161689029,22703477,Neotropical,Terrestrial,2020-08-05 00:00:00 UTC,Critically Endangered,3.1,Decreasing,NA,Predation,,0,,,,0,,,,,,,,,,,,2025-06-01T00:00:00Z,35,included_species,Birds
Mesembriomys gouldii,Mesembriomys gouldii,22448856,13211,Australasian,Terrestrial,2015-07-19 00:00:00 UTC,Vulnerable,3.1,Decreasing,NA,Predation,,1,,3,,1,,Cats not mentioned,,0,,,,,,,,2025-02-01T00:00:00Z,716.5,included_species,Mammals
Mesembriomys macrurus,Mesembriomys macrurus,22448770,13212,Australasian,Terrestrial,2016-07-03 00:00:00 UTC,Near Threatened,3.1,Decreasing,NA,Predation,,0,,0,,0,,0,,Not attributed,,,,,,,,2025-02-01T00:00:00Z,267,included_species,Mammals
Mesocapromys sanfelipensis,Mesocapromys sanfelipensis,22186444,13218,Neotropical,Terrestrial,2017-02-02 00:00:00 UTC,Critically Endangered,3.1,Unknown,NA,Predation,,0,,,,0,,,,,,,,,,,,2025-01-01T00:00:00Z,550,included_species,Mammals
Metabolus rugensis,Metabolus rugensis,233100582,22707227,Oceanian,Terrestrial,2023-09-05 00:00:00 UTC,Endangered,3.1,Decreasing,NA,Predation,,0,,,,2,,,,,,,,,,,,2025-07-01T00:00:00Z,23.58,included_species,Birds
Microgoura meeki,Microgoura meeki,228013744,22691086,Australasian,Terrestrial,2023-02-14 00:00:00 UTC,Extinct,3.1,,NA,Predation,,0,,,,1,2,,1,,,,,,,0,,2025-05-01T00:00:00Z,,included_species,Birds
Microlophus bivittatus,Microlophus bivittatus,217809016,48444538,Neotropical,Terrestrial,2014-02-24 00:00:00 UTC,Near Threatened,3.1,Unknown,Tropidurus bivittata,Predation,,0,,,,2,,,,,,,,,,,,2025-07-01T00:00:00Z,,included_species,
Microlophus grayii,Microlophus grayii,48444762,48444750,Neotropical,Terrestrial,2014-02-24 00:00:00 UTC,Near Threatened,3.1,Stable,Leiocephalus grayii,Predation,,0,,,,0,,,,,,,,,,,,2025-03-01T00:00:00Z,,included_species,
Micrurus meridensis,Micrurus meridensis,56041184,56041167,Neotropical,Terrestrial,2015-03-10 00:00:00 UTC,Endangered,3.1,Decreasing,NA,Predation,,0,,,,0,,,,,,,,,,,,2025-03-01T00:00:00Z,,included_species,
Mimus graysoni,Mimus graysoni,179825007,22711084,Neotropical,Terrestrial,2020-08-28 00:00:00 UTC,Critically Endangered,3.1,Stable,"Harporhynchus graysoni, Mimodes graysoni",Predation,,2,6,,,4,3,,3,,,,,,,,,2025-07-01T00:00:00Z,65.51,included_species,Birds
Mimus melanotis,Mimus melanotis,180990415,22711078,Neotropical,Terrestrial,2020-08-05 00:00:00 UTC,Near Threatened,3.1,Stable,NA,Predation,,0,,,,3,1,,,,,,,,,,,2025-07-01T00:00:00Z,50.53,included_species,Birds
Mimus trifasciatus,Mimus trifasciatus,132093428,22711063,Neotropical,Terrestrial,2018-08-09 00:00:00 UTC,Endangered,3.1,Stable,"Nesomimus trifasciatus, Orpheus trifasciatus",Predation,,0,,,,3,3,,,,,,,,,,,2025-04-01T00:00:00Z,62.68,included_species,Birds
Miniopterus robustior,Miniopterus robustior,22103451,13570,Australasian,Terrestrial,2020-06-25 00:00:00 UTC,Endangered,3.1,Decreasing,NA,Predation,,0,,,,1,,,,,,,,Cats not mentioned,Cats not mentioned,,,2025-01-01T00:00:00Z,8.1,included_species,Mammals
Mniarogekko jalu,Mniarogekko jalu,123469199,122899301,Australasian,Terrestrial,2017-12-11 00:00:00 UTC,Endangered,3.1,Unknown,NA,Predation,,0,,,,1,,,,,,,,,,,,2025-04-01T00:00:00Z,,included_species,
Mokopirirakau nebulosus,Mokopirirakau nebulosus,120192534,120188758,Australasian,Terrestrial,2018-02-28 00:00:00 UTC,Near Threatened,3.1,Increasing,Heteropholis nebulosus,Predation,,0,,,,1,,,,,,,,,,,,2025-04-01T00:00:00Z,,included_species,
Mundia elpenor,Mundia elpenor,262001031,22728746,Afrotropical,Terrestrial,2024-07-01 00:00:00 UTC,Extinct,3.1,,Atlantisia elpenor,Predation,,0,,,,1,1,,,,,,,,,0,,2025-01-01T00:00:00Z,,included_species,Birds
Mus mayori,Mus mayori,22405572,13969,Indomalayan,Terrestrial,2024-01-06 00:00:00 UTC,Vulnerable,3.1,Decreasing,"Coelomys bicolor, Coelomys mayori, Mus mayori pococki, Mus mayori mayori",Predation,,0,,,,1,1,,,,,,,,,,,2025-01-01T00:00:00Z,29.4,included_species,Mammals
Myadestes obscurus,Myadestes obscurus,224016232,22708579,Oceanian,Terrestrial,2023-07-20 00:00:00 UTC,Near Threatened,3.1,Unknown,NA,Predation,,0,,,,1,,,1,,,,,,,,,2025-07-01T00:00:00Z,50.44,included_species,Birds
Myadestes palmeri,Myadestes palmeri,235833542,22708583,Oceanian,Terrestrial,2023-06-02 00:00:00 UTC,Critically Endangered,3.1,Stable,NA,Predation,,0,,,,2,,,1,,,,,,,,,2025-07-01T00:00:00Z,39.6,included_species,Birds
Myotis vivesi,Myotis vivesi,22069146,14209,Nearctic,Terrestrial,2015-06-19 00:00:00 UTC,Vulnerable,3.1,Decreasing,Pizonyx vivesi,Predation,,1,,,,0,1,,1,,,,,0,1,,,2025-01-01T00:00:00Z,25,included_species,Mammals
Myrmecobius fasciatus,Myrmecobius fasciatus,21949380,14222,Australasian,Terrestrial,2015-06-15 00:00:00 UTC,Endangered,3.1,Decreasing,NA,Predation,,2,,2,,2,3,1,,0,,,,,,,,2025-01-01T00:00:00Z,471.5,included_species,Mammals
Mysateles prehensilis,Mysateles prehensilis,22187218,80211500,Neotropical,Terrestrial,2024-03-04 00:00:00 UTC,Near Threatened,3.1,Decreasing,"Mysateles gundlachi, Mysateles meridionalis, Mysateles pallidus, Mysateles poeppingi, Mysateles poeyi",Predation,,0,,,,4,1,,,,,,,,,,,2025-01-01T00:00:00Z,1800,included_species,Mammals
Mystacina tuberculata,Mystacina tuberculata,22070543,14261,Australasian,Terrestrial,2020-10-15 00:00:00 UTC,Vulnerable,3.1,Decreasing,NA,Predation,,4,,,,1,2,,,,,,,1,2,,,2025-01-01T00:00:00Z,12.6,included_species,Mammals
Nactus durrellorum,Nactus durrellorum,17424347,17424288,Afrotropical,Terrestrial,2018-04-25 00:00:00 UTC,Vulnerable,3.1,Increasing,"Nactus durrelli, Nactus serpensinsula durrelli",Predation,,0,,,,0,,,,,,,,,,,,2025-01-01T00:00:00Z,,included_species,
Nactus serpensinsula,Nactus serpensinsula,17424282,17424269,Afrotropical,Terrestrial,2018-04-30 00:00:00 UTC,Vulnerable,3.1,Stable,"Cyrtodactylus serpensinsula, Gymnodactylus serpensinsula, Nactus serpensinsula, Nactus serpensinsula serpensinsula",Predation,,0,,,,10,,,,,,,,,,,,2025-01-01T00:00:00Z,,included_species,
Nangura spinosa,Nangura spinosa,109480570,109480565,Australasian,Terrestrial,2017-06-14 00:00:00 UTC,Endangered,3.1,Decreasing,NA,Predation,,0,,,,1,,,,,,,,,,,,2025-04-01T00:00:00Z,,included_species,
Nannopterum harrisi,Nannopterum harrisi,133546087,22696756,Neotropical,Terrestrial|Marine,2018-08-09 00:00:00 UTC,Vulnerable,3.1,Stable,Phalacrocorax harrisi,Predation,,1,,,,0,,,,,,,,,,,,2025-06-01T00:00:00Z,3016.62,included_species,Birds
Nannoscincus gracilis,Nannoscincus gracilis,123249229,176140,Australasian,Terrestrial,2017-12-11 00:00:00 UTC,Vulnerable,3.1,Unknown,"Anotis gracilis, Lygosoma gracilis, Mocoa micropus",Predation,,0,,,,1,,,,,,,,,,,,2025-04-01T00:00:00Z,,included_species,
Nannoscincus hanchisteus,Nannoscincus hanchisteus,123248509,176137,Australasian,Terrestrial,2017-12-11 00:00:00 UTC,Critically Endangered,3.1,Decreasing,NA,Predation,,0,,,,1,,,,,,,,,,,,2025-04-01T00:00:00Z,,included_species,Reptiles
Naultinus gemmeus,Naultinus gemmeus,120191388,177826,Australasian,Terrestrial,2018-02-18 00:00:00 UTC,Endangered,3.1,Decreasing,"Heteropholis gemmeus, Naultinus elegans gemmeus",Predation,,0,,,,1,,,,,,,,,,,,2025-04-01T00:00:00Z,,included_species,
Naultinus manukanus,Naultinus manukanus,120191682,177827,Australasian,Terrestrial,2018-02-25 00:00:00 UTC,Endangered,3.1,Unknown,"Heteropholis manukanus McCann, Naultinus elegans manukanus",Predation,,0,,,,1,,,,,,,,,,,,2025-04-01T00:00:00Z,,included_species,
Necropsittacus rodricanus,Necropsittacus rodricanus,262347522,22728851,Afrotropical,Terrestrial,2024-07-05 00:00:00 UTC,Extinct,3.1,,Necropsittacus rodericanus,Predation,,0,,,,1,,,,,,,,,,0,,2025-01-01T00:00:00Z,,included_species,
Neophema chrysogaster,Neophema chrysogaster,130894893,22685203,Australasian,Terrestrial|Freshwater (=Inland waters),2018-08-15 00:00:00 UTC,Critically Endangered,3.1,Decreasing,NA,Predation,,0,,,,0,2,,1,,0,Not attributed,,,,,,2025-04-01T00:00:00Z,45.9,included_species,Birds
Neophema chrysostoma,Neophema chrysostoma,210989456,22685194,Australasian,Terrestrial,2021-11-19 00:00:00 UTC,Vulnerable,3.1,Decreasing,NA,Predation,,0,,,,1,,,,,Cats not mentioned,Cats not mentioned,,,,,,2025-07-01T00:00:00Z,46.1,included_species,Birds
Neotamias palmeri,Neotamias palmeri,22267875,21355,Nearctic,Terrestrial,2016-07-11 00:00:00 UTC,Endangered,3.1,Decreasing,"Eutamias palmeri, Tamias palmeri",Predation,,0,,,,0,1,,,,,,,,,,,2025-01-01T00:00:00Z,69.4,included_species,Mammals
Nesillas aldabrana,Nesillas aldabrana,262348658,22714587,Afrotropical,Terrestrial,2024-07-08 00:00:00 UTC,Extinct,3.1,,Nesillas aldabrana aldabrana,Predation,,0,,,,1,1,,,,,,,,,,,2025-01-01T00:00:00Z,,included_species,
Nesoenas duboisi,Nesoenas duboisi,261897803,22728712,Afrotropical,Terrestrial,2024-06-28 00:00:00 UTC,Extinct,3.1,,Columba duboisi,Predation,,0,,,,2,2,,,,,,,,,0,,2025-01-01T00:00:00Z,,included_species,Birds
Nesoenas mayeri,Nesoenas mayeri,179390191,22690392,Afrotropical,Terrestrial,2020-07-15 00:00:00 UTC,Vulnerable,3.1,Stable,"Columba mayeri mayeri, Columba mayeri, Streptopelia mayeri",Predation,,0,,,,0,1,,1,,,,,,,,,2025-07-01T00:00:00Z,302.76,included_species,Birds
Nesofregetta fuliginosa,Nesofregetta fuliginosa,132649758,22698471,Neotropical|Oceanian,Terrestrial|Marine,2018-08-07 00:00:00 UTC,Endangered,3.1,Decreasing,NA,Predation,,0,,,,2,1,,,,,,,,,,,2025-06-01T00:00:00Z,70,included_species,Birds
Nesoryzomys darwini,Nesoryzomys darwini,22390382,14706,Neotropical,Terrestrial,2019-01-25 00:00:00 UTC,Extinct,3.1,,NA,Predation,,0,,,,0,,,1,,,,,,,,,2025-01-01T00:00:00Z,33.7,included_species,Mammals
Nesoryzomys indefessus,Nesoryzomys indefessus,22390443,14708,Neotropical,Terrestrial,2017-08-23 00:00:00 UTC,Extinct,3.1,,NA,Predation,,0,,,,0,,,1,,,,,,,,,2025-01-01T00:00:00Z,80.3,included_species,Mammals
Nestor notabilis,Nestor notabilis,119243358,22684831,Oceanian,Terrestrial,2017-10-01 00:00:00 UTC,Endangered,3.1,Decreasing,NA,Predation,,1,,,,0,2,,,,,,,,,,,2025-04-01T00:00:00Z,862.97,included_species,Birds
Notomys amplus,Notomys amplus,254618139,14861,Australasian,Terrestrial,2024-06-06 00:00:00 UTC,Extinct,3.1,,NA,Predation,,0,,0,,0,1,Cats not mentioned,,2,,,,,,,,2025-04-01T00:00:00Z,100,included_species,Mammals
Notomys aquilo,Notomys aquilo,22401364,14862,Australasian,Terrestrial,2015-05-29 00:00:00 UTC,Endangered,3.1,Decreasing,NA,Predation,,0,,0,,1,2,0,,0,,,,,,,,2025-01-01T00:00:00Z,39,included_species,Mammals
Notomys cervinus,Notomys cervinus,22401250,14868,Australasian,Terrestrial,2012-12-31 00:00:00 UTC,Near Threatened,3.1,Stable,NA,Predation,,1,,0,,0,1,Cats not mentioned,,1,,,,,,,,2025-01-01T00:00:00Z,35,included_species,Mammals
Notomys fuscus,Notomys fuscus,22401596,14863,Australasian,Terrestrial,2012-12-31 00:00:00 UTC,Vulnerable,3.1,Unknown,NA,Predation,,3,,7,,2,2,0,,2,,,,,,,,2025-01-01T00:00:00Z,35,included_species,Mammals
Notomys longicaudatus,Notomys longicaudatus,254618980,14864,Australasian,Terrestrial,2024-06-06 00:00:00 UTC,Extinct,3.1,,Hapalotis longicaudata,Predation,,0,,0,,0,1,Cats not mentioned,,2,,,,,,,,2025-04-01T00:00:00Z,100,included_species,Mammals
Notomys macrotis,Notomys macrotis,254619200,14865,Australasian,Terrestrial,2024-06-06 00:00:00 UTC,Extinct,3.1,,NA,Predation,,1,,0,,0,1,Cats not mentioned,,2,,,,,,,,2025-04-01T00:00:00Z,60,included_species,Mammals
Notomys mordax,Notomys mordax,254619530,14866,Australasian,Terrestrial,2024-06-06 00:00:00 UTC,Extinct,3.1,,,Predation,,0,,0,,1,1,Cats not mentioned,,3,,,,,,,,2025-04-01T00:00:00Z,50,included_species,Mammals
Notomys robustus,Notomys robustus,254614367,45958541,Australasian,Terrestrial,2024-06-06 00:00:00 UTC,Extinct,3.1,,NA,Predation,,0,,Cats not mentioned,,0,,Cats not mentioned,,2,,,,,,,,2025-03-01T00:00:00Z,50,included_species,Mammals
Notopteris neocaledonicus,Notopteris neocaledonicus,21982137,136519,Australasian,Terrestrial,2018-08-31 00:00:00 UTC,Endangered,3.1,Decreasing,Notopteris neocaledonica,Predation,,0,,,,1,,,,,,,,,,,,2025-01-01T00:00:00Z,,included_species,
Numenius tahitiensis,Numenius tahitiensis,181357867,22693182,Nearctic|Neotropical|Oceanian,Terrestrial|Marine,2020-08-10 00:00:00 UTC,Near Threatened,3.1,Decreasing,NA,Predation,,1,,,,1,2,,1,,,,,,,,,2025-06-01T00:00:00Z,400.08,included_species,Birds
Nyctanassa carcinocatactes,Nyctanassa carcinocatactes,221213270,62286255,Neotropical,Terrestrial|Freshwater (=Inland waters),2022-09-16 00:00:00 UTC,Extinct,3.1,,NA,Predation,,0,,,,0,1,,,,,,,,,0,,2025-05-01T00:00:00Z,,included_species,
Nycticorax mauritianus,Nycticorax mauritianus,262276501,22728777,Afrotropical,Terrestrial|Freshwater (=Inland waters),2024-07-04 00:00:00 UTC,Extinct,3.1,,NA,Predation,,0,,,,1,,,,,,,,,,0,,2025-01-01T00:00:00Z,,included_species,
Nycticorax megacephalus,Nycticorax megacephalus,262277571,22728787,Afrotropical,Freshwater (=Inland waters),2024-07-04 00:00:00 UTC,Extinct,3.1,,NA,Predation,,0,,,,1,,,,,,,,,,0,,2025-01-01T00:00:00Z,,included_species,
Oedodera marmorata,Oedodera marmorata,123253917,176174,Australasian,Terrestrial,2017-12-11 00:00:00 UTC,Endangered,3.1,Decreasing,NA,Predation,,0,,,,2,2,,,,,,,,,,,2025-04-01T00:00:00Z,,included_species,
Oligosoma acrinasum,Oligosoma acrinasum,120191980,178264,Australasian,Terrestrial,2019-11-21 00:00:00 UTC,Near Threatened,3.1,Increasing,"Girardiscincus acrinasum, Leiolopisma acrinasum",Predation,,0,,,,2,,,,,,,,,,,,2025-04-01T00:00:00Z,,included_species,
Oligosoma burganae,Oligosoma burganae,120192574,120189166,Australasian,Terrestrial,2018-02-17 00:00:00 UTC,Critically Endangered,3.1,Decreasing,NA,Predation,,0,,,,0,,,,,,,,,,,,2025-04-01T00:00:00Z,,included_species,
Oligosoma grande,Oligosoma grande,120190579,15257,Australasian,Terrestrial,2018-02-18 00:00:00 UTC,Endangered,3.1,Stable,Mocoa grandis,Predation,,1,2,,1,1,,,,,,,,,,,,2025-04-01T00:00:00Z,,included_species,Reptiles
Oligosoma homalonotum,Oligosoma homalonotum,120192704,120190272,Australasian,Terrestrial,2018-02-17 00:00:00 UTC,Endangered,3.1,Stable,"Leiolopisma gracilicorpus, Lygosoma homalonotum, Oligosoma gracilicorpus",Predation,,0,,,,2,,,,,,,,,,,,2025-04-01T00:00:00Z,,included_species,
Oligosoma hoparatea,Oligosoma hoparatea,120192594,120189462,Australasian,Terrestrial,2018-02-17 00:00:00 UTC,Critically Endangered,3.1,Decreasing,NA,Predation,,0,,,,1,,,,,,,,,,,,2025-04-01T00:00:00Z,,included_species,
Oligosoma lineoocellatum,Oligosoma lineoocellatum,120192619,120189599,Australasian,Terrestrial,2018-02-17 00:00:00 UTC,Endangered,3.1,Decreasing,Lygosoma lineo-ocellatum,Predation,,0,,,,0,,,,,,,,,,,,2025-04-01T00:00:00Z,,included_species,
Oligosoma oliveri,Oligosoma oliveri,120190349,203035599,Australasian,Terrestrial,2019-12-12 00:00:00 UTC,Near Threatened,3.1,Stable,"Cyclodina oliveri, Cyclodina pachysomaticum, Leiolopisma oliveri, Leiolopisma pachysomaticum, Oligosoma pachysomaticum",Predation,,0,,,,1,,,,,,,,,,,,2025-04-01T00:00:00Z,,included_species,
Oligosoma otagense,Oligosoma otagense,120190794,15260,Australasian,Terrestrial,2018-02-17 00:00:00 UTC,Endangered,3.1,Decreasing,"Girardiscincus otagense, Leiolopisma grande otagense",Predation,,1,,,1,2,2,,,,,,,,,,,2025-04-01T00:00:00Z,,included_species,Reptiles
Oligosoma salmo,Oligosoma salmo,156730436,156730274,Australasian,Terrestrial,2019-10-31 00:00:00 UTC,Critically Endangered,3.1,Decreasing,Oligosoma infrapunctatum,Predation,,0,,,,0,,,,,,,,,,,,2025-06-01T00:00:00Z,,included_species,
Oligosoma striatum,Oligosoma striatum,120191069,15261,Australasian,Terrestrial,2018-02-17 00:00:00 UTC,Vulnerable,3.1,Decreasing,Mocoa striata,Predation,,0,,,,1,,,,,,,,,,,,2025-04-01T00:00:00Z,,included_species,
Oligosoma toka,Oligosoma toka,120192694,120190199,Australasian,Terrestrial,2018-02-18 00:00:00 UTC,Endangered,3.1,Decreasing,NA,Predation,,0,,,,1,,,,,,,,,,,,2025-04-01T00:00:00Z,,included_species,
Onychogalea fraenata,Onychogalea fraenata,21958130,15330,Australasian,Terrestrial,2016-03-01 00:00:00 UTC,Vulnerable,3.1,Stable,Macropus fraenatus,Predation,,1,,6,,2,2,1,,2,,,,,,,,2025-01-01T00:00:00Z,5500,included_species,Mammals
Onychogalea lunata,Onychogalea lunata,21957917,15331,Australasian,Terrestrial,2012-12-31 00:00:00 UTC,Extinct,3.1,,NA,Predation,,0,,0,,1,1,Cats not mentioned,,1,,,,,,,,2025-01-01T00:00:00Z,3500,included_species,Mammals
Ornithorhynchus anatinus,Ornithorhynchus anatinus,21964009,40488,Australasian,Terrestrial|Freshwater (=Inland waters),2014-04-22 00:00:00 UTC,Near Threatened,3.1,Decreasing,Platypus anatinus,Predation,,1,,0,,0,,0,,Cats not mentioned,,,,,,,,2025-01-01T00:00:00Z,1484.3,included_species,Mammals
Otus bikegila,Otus bikegila,231652448,230025085,Afrotropical,Terrestrial,2023-08-11 00:00:00 UTC,Critically Endangered,3.1,Decreasing,NA,Predation,,0,,,,0,,,,,,,,,,,,2025-07-01T00:00:00Z,,included_species,
Otus insularis,Otus insularis,177971497,22688667,Afrotropical,Terrestrial,2020-07-17 00:00:00 UTC,Critically Endangered,3.1,Decreasing,NA,Predation,,0,,,,3,1,,,,,,,,,,,2025-06-01T00:00:00Z,144,included_species,Birds
Palmeria dolei,Palmeria dolei,182550979,22720855,Oceanian,Terrestrial,2020-08-28 00:00:00 UTC,Critically Endangered,3.1,Decreasing,NA,Predation,,0,,,,4,1,,1,,,,,,,,,2025-07-01T00:00:00Z,26.07,included_species,Birds
Pampusana canifrons,Pampusana canifrons,216247017,22691071,Oceanian,Terrestrial,2018-08-06 00:00:00 UTC,Endangered,3.1,Decreasing,"Alopecoenas canifrons, Gallicolumba canifrons",Predation,,0,,,,1,,,,,,,,,,,,2025-07-01T00:00:00Z,,included_species,
Pampusana kubaryi,Pampusana kubaryi,172138008,22691024,Oceanian,Terrestrial,2020-04-01 00:00:00 UTC,Endangered,3.1,Decreasing,"Alopecoenas kubaryi, Gallicolumba kubaryi",Predation,,0,,,,1,,,,,,,,,,,,2025-06-01T00:00:00Z,,included_species,
Pampusana rubescens,Pampusana rubescens,118535609,22691061,Oceanian,Terrestrial,2017-10-01 00:00:00 UTC,Endangered,3.1,Stable,"Alopecoenas rubescens, Gallicolumba rubescens",Predation,,0,,,,0,,,,,,,,,,,,2025-04-01T00:00:00Z,,included_species,
Pampusana salamonis,Pampusana salamonis,228004766,22691056,Australasian,Terrestrial,2023-02-14 00:00:00 UTC,Extinct,3.1,,"Alopecoenas salamonis, Gallicolumba salamonis",Predation,,1,,,,0,,,,,,,,,,,,2025-07-01T00:00:00Z,,included_species,
Pampusana sanctaecrucis,Pampusana sanctaecrucis,131854908,22691047,Oceanian,Terrestrial,2018-08-08 00:00:00 UTC,Endangered,3.1,Decreasing,"Alopecoenas sanctaecrucis, Gallicolumba sanctaecrucis",Predation,,0,,,,0,,,,,,,,,,,,2025-04-01T00:00:00Z,,included_species,
Paniegekko madjo,Paniegekko madjo,123129097,176192,Australasian,Terrestrial,2017-12-11 00:00:00 UTC,Endangered,3.1,Decreasing,Bavayia madjo,Predation,,0,,,,1,,,,,,,,,,,,2025-04-01T00:00:00Z,,included_species,
Papagomys armandvillei,Papagomys armandvillei,22399875,15975,Australasian,Terrestrial,2016-10-14 00:00:00 UTC,Near Threatened,3.1,Decreasing,NA,Predation,,0,,,,1,,,,,,,,,,,,2025-01-01T00:00:00Z,1048.1,included_species,Mammals
Parantechinus apicalis,Parantechinus apicalis,21944584,16138,Australasian,Terrestrial,2015-06-15 00:00:00 UTC,Endangered,3.1,Decreasing,NA,Predation,,0,,1,,0,1,1,1,2,,,,,,,,2025-01-01T00:00:00Z,68.8,included_species,Mammals
Pareudiastes pacificus,Pareudiastes pacificus,129449004,22692854,Oceanian,Terrestrial,2016-10-01 00:00:00 UTC,Critically Endangered,3.1,Unknown,Gallinula pacifica,Predation,,0,,,,0,1,,,,,,,,,1,,2025-04-01T00:00:00Z,450,included_species,Birds
Pareudiastes silvestris,Pareudiastes silvestris,126898664,22692857,Oceanian,Terrestrial,2016-10-01 00:00:00 UTC,Critically Endangered,3.1,Unknown,"Edithornis silvestris, Gallinula silvestris, Gallinula sylvestris",Predation,,1,,,,0,,,,,,,,,,0,,2025-04-01T00:00:00Z,450,included_species,Birds
Passer italiae,Passer italiae,207532978,103819014,Afrotropical|Antarctic|Indomalayan|Nearctic|Neotropical|Palearctic,Terrestrial|Freshwater (=Inland waters),2021-09-07 00:00:00 UTC,Vulnerable,3.1,Decreasing,NA,Predation,,0,,,,1,,,,,,,,,,,,2025-07-01T00:00:00Z,28.3,included_species,Birds
Pelecanoides garnotii,Pelecanoides garnotii,179971538,22698280,Neotropical,Terrestrial|Marine,2020-07-23 00:00:00 UTC,Near Threatened,3.1,Increasing,Pelecanoides garnoti garnoti,Predation,,1,2,,,0,1,,1,,,,,,,,,2025-07-01T00:00:00Z,219.72,included_species,Birds
Pentalagus furnessi,Pentalagus furnessi,45180151,16559,Palearctic,Terrestrial,2016-07-21 00:00:00 UTC,Endangered,3.1,Decreasing,NA,Predation,,1,,,,2,2,,,,,,,,,,,2025-02-01T00:00:00Z,2396.3,included_species,Mammals
Perameles bougainville,Perameles bougainville,21965819,16569,Australasian,Terrestrial,2014-03-16 00:00:00 UTC,Vulnerable,3.1,Stable,NA,Predation,,2,,3,,3,3,0,,1,,,,,,,,2025-01-01T00:00:00Z,226,included_species,Mammals
Perameles eremiana,Perameles eremiana,21965953,16570,Australasian,Terrestrial,2012-12-31 00:00:00 UTC,Extinct,3.1,,NA,Predation,,0,,0,,3,1,Cats not mentioned,,3,,,,,,,,2025-01-01T00:00:00Z,200,included_species,Mammals
Perochirus ateles,Perochirus ateles,96879085,196586,Oceanian,Terrestrial,2016-12-20 00:00:00 UTC,Vulnerable,3.1,Decreasing,Hemidactylus ateles,Predation,,0,,,,0,1,,,,,,,,,,,2025-03-01T00:00:00Z,,included_species,
Peromyscus caniceps,Peromyscus caniceps,22361697,16655,Nearctic,Terrestrial,2017-01-16 00:00:00 UTC,Critically Endangered,3.1,Decreasing,NA,Predation,,0,,,,0,,,,,,,,,,,,2025-01-01T00:00:00Z,30.2,included_species,Mammals
Peromyscus dickeyi,Peromyscus dickeyi,22360252,16657,Nearctic,Terrestrial,2017-01-16 00:00:00 UTC,Critically Endangered,3.1,Stable,NA,Predation,,0,,,,1,,,,,,,,,,,,2025-01-01T00:00:00Z,28.6,included_species,Mammals
Peromyscus guardia,Peromyscus guardia,22359973,16664,Nearctic,Terrestrial,2017-01-16 00:00:00 UTC,Critically Endangered,3.1,Decreasing,NA,Predation,,0,,,,2,2,,2,,,,,,,,,2025-01-01T00:00:00Z,33.7,included_species,Mammals
Peromyscus interparietalis,Peromyscus interparietalis,143640471,16668,Nearctic,Terrestrial,2017-01-16 00:00:00 UTC,Critically Endangered,3.1,Decreasing,NA,Predation,,0,,,,1,1,,,,,,,,,,,2025-06-01T00:00:00Z,28,included_species,Mammals
Peromyscus madrensis,Peromyscus madrensis,22361002,16671,Neotropical,Terrestrial,2017-01-16 00:00:00 UTC,Endangered,3.1,Decreasing,NA,Predation,,0,,,,0,,,,,,,,,,,,2025-01-01T00:00:00Z,57,included_species,Mammals
Peromyscus pseudocrinitus,Peromyscus pseudocrinitus,143642485,16687,Nearctic,Terrestrial,2017-01-16 00:00:00 UTC,Critically Endangered,3.1,Decreasing,NA,Predation,,0,,,,0,2,,2,,,,,,,,,2025-06-01T00:00:00Z,24.5,included_species,Mammals
Peromyscus sejugis,Peromyscus sejugis,22364100,16688,Nearctic,Terrestrial,2017-01-17 00:00:00 UTC,Endangered,3.1,Decreasing,NA,Predation,,0,,,,0,2,,,,,,,,,,,2025-01-01T00:00:00Z,21.5,included_species,Mammals
Peromyscus stephani,Peromyscus stephani,22362173,16692,Nearctic,Terrestrial,2017-01-16 00:00:00 UTC,Critically Endangered,3.1,Decreasing,NA,Predation,,0,,,,1,,,,,,,,,,,,2025-01-01T00:00:00Z,26.1,included_species,Mammals
